GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Drivers demand engine % torque(%),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Evap System Vapour Pressure(Pa),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel pressure(psi),Fuel Rate (direct from ECU)(L/m),Fuel trim bank 1 sensor 1(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Latitude(°),GPS Longitude(°),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Volumetric Efficiency (Calculated)(%)
Fri Feb 09 15:37:27 EST 2018,09-Feb-2018 15:37:27.278,-80.52961,43.48261111,3.87,3.216,298.05621337890625,67.5,0.43078613,9.64131165,2.21647644,0.02302157,40.7843132,-0.0091356,60,30.19607925,-,5,32.69655228,-,13.38727283,50.98039246,52.54901886,2250,-229.5,1.29590273,0.02159838,49.60290527,-,3.125,3.125,3.21600008,43.48261261,-80.52960968,9.06800079,17.95262909,12.76332092,3.39478159,12.55935383,16.12000084,13.93199921,23,41.5686264,7.5,56.81612778,336.42498779,47.33300018,-1.30533981,47
Fri Feb 09 15:37:28 EST 2018,09-Feb-2018 15:37:28.282,-80.52956282,43.48263109,4.32,3.216,298.2418212890625,66.4,2.06781006,8.23950195,4.09054565,0.0507059,46.27450943,0.04206746,60,30.19607925,-,5,32.69655228,-,13.38727283,50.98039246,78.4313736,2250,-187.75,1.29590273,0.02159838,48.29756546,-,2.34375,2.34375,3.21600008,43.48263168,-80.5295639,9.06800079,17.95262909,12.76332092,3.39478159,12.55935383,16.12000084,15.55200005,23,46.27450943,4.5,56.81612778,337.13299561,47.33300018,-1.30533981,47
Fri Feb 09 15:37:29 EST 2018,09-Feb-2018 15:37:29.279,-80.5295065,43.48265154,4.99,3.216,299.5050048828125,67.3,-0.62506104,9.96392822,1.93695068,0.00976009,46.27450943,0.0704771,60,30.19607925,-,5,32.69655228,-,13.38727283,50.98039246,78.4313736,2250,-187.75,1.29590273,0.02159838,48.29756546,-,2.34375,2.34375,3.21600008,43.48265076,-80.52950287,9.06800079,17.95262909,12.76332092,3.39478159,12.55935383,16.12000084,17.96399879,23,46.27450943,4.5,56.81612778,338.13699341,47.33300018,-1.30533981,47
Fri Feb 09 15:37:30 EST 2018,09-Feb-2018 15:37:30.283,-80.52944798,43.48267439,5.41,3.216,300.176513671875,66.2,-0.50416565,10.03097534,3.51293945,0.01168676,46.27450943,-0.00477265,60,30.19607925,-,5,32.69655228,-,13.38727283,50.98039246,78.4313736,2250,-187.75,1.29590273,0.02159838,48.29756546,-,2.34375,2.34375,3.21600008,43.48267365,-80.52944946,9.06800079,17.95262909,12.76332092,3.39478159,12.55935383,16.12000084,19.47599983,23,46.27450943,4.5,56.81612778,339.13598633,47.33300018,-1.30533981,47
Fri Feb 09 15:37:31 EST 2018,09-Feb-2018 15:37:31.279,-80.529383,43.4826971,5.23,3.216,301.1947021484375,61.9,-0.26293945,9.77897644,1.93096924,0.04122424,46.27450943,0.11456215,60,30.19607925,-,5,32.69655228,-,13.38727283,50.98039246,78.4313736,2250,-187.75,1.29590273,0.02159838,48.29756546,-,2.34375,2.34375,3.21600008,43.48269653,-80.5293808,9.06800079,17.95262909,12.76332092,3.39478159,12.55935383,16.12000084,18.82799911,23,46.27450943,4.5,56.81612778,340.1289978,47.33300018,-1.30533981,47
Fri Feb 09 15:37:32 EST 2018,09-Feb-2018 15:37:32.284,-80.52931606,43.48271728,5.85,3.216,300.47314453125,61.4,0.12611389,9.30673218,2.19732666,0.02307417,46.27450943,0.02136679,60,30.19607925,-,5,32.69655228,-,13.38727283,50.98039246,78.4313736,2250,-187.75,1.29590273,0.02159838,48.29756546,-,2.34375,2.34375,3.21600008,43.48271561,-80.52931976,9.06800079,17.95262909,12.76332092,3.39478159,12.55935383,16.12000084,21.05999947,23,46.27450943,4.5,56.81612778,341.44198608,47.33300018,-1.30533981,47
Fri Feb 09 15:37:33 EST 2018,09-Feb-2018 15:37:33.279,-80.52923995,43.4827455,6.52,3.216,301.2359619140625,61.0,0.39666748,9.59461975,1.61134338,-0.03237762,46.27450943,-0.04447171,60,30.19607925,-,5,32.69655228,-,13.38727283,50.98039246,78.4313736,2250,-187.75,1.29590273,0.02159838,48.29756546,-,2.34375,2.34375,3.21600008,43.48274612,-80.52924347,9.06800079,17.95262909,13.34347153,3.39478159,12.55935383,16.12000084,23.47200012,23,46.27450943,4.5,56.81612778,342.13500977,47.33300018,-0.72518921,47
Fri Feb 09 15:37:34 EST 2018,09-Feb-2018 15:37:34.280,-80.52916921,43.48277376,6.52,3.216,301.5618896484375,61.6,0.50619507,9.26481628,2.75396729,0.01806898,46.27450943,-0.03236395,60,30.19607925,-,5,32.69655228,-,-,50.98039246,78.4313736,2250,-187.75,1.29590273,0.02159838,48.29756546,-,2.34375,2.34375,3.21600008,43.48277283,-80.52916718,9.06800079,-,13.34347153,3.39478159,12.55935383,16.12000084,23.47200012,23,46.27450943,4.5,56.81612778,343.13000488,47.33300018,-0.72518921,47
Fri Feb 09 15:37:35 EST 2018,09-Feb-2018 15:37:35.282,-80.52911169,43.48279792,5.37,3.216,301.53399658203125,62.9,0.66841125,9.70176697,2.12130737,0.01039887,46.27450943,-0.00621426,60,30.19607925,-,5,32.69655228,-,-,50.98039246,78.4313736,2250,-187.75,1.29590273,0.02159838,48.29756546,-,2.34375,2.34375,3.21600008,43.48279953,-80.52911377,9.06800079,-,13.34347153,3.39478159,12.55935383,16.12000084,19.33199883,23,46.27450943,4.5,56.81612778,344.13500977,47.33300018,-0.72518921,47
Fri Feb 09 15:37:36 EST 2018,09-Feb-2018 15:37:36.283,-80.52906081,43.48281018,5.2,3.216,300.61187744140625,65.2,0.70550537,9.66764832,2.46008301,0.04779974,27.45098114,-0.0101507,20.3921566,9.8039217,-,5,32.69655228,-,-,50.98039246,16.07843208,2250,-261.25,1.29590273,0.02159838,48.29756546,-,0,-3.90625,3.21600008,43.48281097,-80.52906036,9.06800079,-,5.94654703,17.07385063,12.52916718,3,18.71999931,23,43.13725662,26.5,56.81612778,345.43399048,47.33300018,-8.12211418,39
Fri Feb 09 15:37:37 EST 2018,09-Feb-2018 15:37:37.277,-80.52900272,43.48283041,5.47,3.216,301.5428466796875,63.6,-0.38923645,7.73074341,5.4223175,0.03329464,28.62745094,0.06953172,26.27450943,11.76470566,-,5,32.63158035,-,-,13.72549057,12.15686321,1598.25,-320.75,0.01567821,0.0002613,43.07621002,-,-3.90625,-3.90625,3.21600008,43.48283005,-80.52899933,1.69199944,-,3.62594342,17.80400276,12.52916718,2.92000008,19.69199944,18,27.84313774,33.5,-,346.44400024,47.33300018,-10.44271755,38
Fri Feb 09 15:37:38 EST 2018,09-Feb-2018 15:37:38.280,-80.52895754,43.48285565,4.82,3.216,301.30950927734375,50.5,-2.83612061,9.78077698,5.23796082,0.13142923,29.80392265,0.04912417,24.70588303,12.54901981,-,5,32.56036377,-,-,19.6078434,25.49019623,1619.75,-228.25,0.4574247,0.00762375,42.64109421,-,1.5625,0.78125,3.21600008,43.48285675,-80.52896118,0.35199928,-,8.12211323,8.17492104,12.53461361,5.69000006,17.35199928,17,30.98039246,38,-,347.43899536,47.33300018,-5.94654751,39
Fri Feb 09 15:37:39 EST 2018,09-Feb-2018 15:37:39.278,-80.52892169,43.48287261,3.2,3.216,301.2838134765625,29.5,1.64164734,10.43260193,1.62211609,0.04418919,39.2156868,0.03475993,30.19607925,15.29411793,-,5,32.52500153,-,-,29.01960754,52.94117737,1850.5,-258.5,0.98318166,0.01638636,44.81666183,-,3.125,3.90625,3.21600008,43.48287201,-80.52892303,5.4800005,-,12.32820797,3.80337715,12.54837799,12.22999954,11.5199995,17,35.29411697,31,-,348.44400024,47.33300018,-1.74045277,41
Fri Feb 09 15:37:40 EST 2018,09-Feb-2018 15:37:40.278,-80.52891272,43.48291496,4.22,3.216,301.12091064453125,7.6,0.08181763,9.78616333,3.44769287,0.08248591,20.3921566,0.01788659,19.6078434,9.8039217,-,5,32.49206161,-,-,10.1960783,12.15686321,1303.75,-375,0.18972272,0.00316205,43.94643402,-,-0.78125,5.46875,3.21600008,43.48291397,-80.52891541,6.4800005,-,4.06105661,20.86927795,12.50602531,2.3599999,15.19199848,18,21.56862831,37,-,349.45599365,47.33300018,-10.0076046,33
Fri Feb 09 15:37:41 EST 2018,09-Feb-2018 15:37:41.278,-80.52892651,43.48295097,3.23,3.216,301.652587890625,339.7,0.95690918,8.88235474,3.42614746,0.01796076,20,0.0015513,19.6078434,9.8039217,-,5,32.40180588,-,-,16.47058868,16.07843208,1057.25,-265,0.1889188,0.00314865,43.51132202,-,-5.46875,-5.46875,3.21600008,43.48295212,-80.52892303,0.62799931,-,4.49617004,16.30073166,12.50602531,2.3499999,11.62799931,11,21.17647171,9.5,-,350.43099976,47.33300018,-9.57249069,33
Fri Feb 09 15:37:42 EST 2018,09-Feb-2018 15:37:42.281,-80.52894553,43.48297615,2.53,4.288,302.10333251953125,333.1,0.97845459,9.10800171,2.56483459,0.00005709,31.37254906,0.0231365,27.45098114,13.72549057,-,5,32.29663086,-,-,36.47058868,38.03921509,1466,-157,0.54665869,0.00911098,43.07621002,-,0.78125,-7.8125,4.28800011,43.48297501,-80.52894592,0.1079998,-,9.86256599,3.62143326,12.51486778,6.80000019,9.1079998,9,30.98039246,29.5,-,351.46798706,47.33300018,-4.20609474,43
Fri Feb 09 15:37:43 EST 2018,09-Feb-2018 15:37:43.278,-80.52895977,43.48299352,2.31,3.216,302.708740234375,332.9,0.97067261,9.02301025,2.82998657,0.01134272,33.33333206,-0.10574841,27.45098114,13.72549057,-,5,32.24439621,-,-,26.66666794,34.90196228,1495.25,-230,0.5643447,0.00940575,43.51132202,-,3.90625,7.8125,3.21600008,43.48299408,-80.52896118,0.68400002,-,9.86256599,3.50794125,12.52951145,7.01999998,8.31599998,9,33.72549057,32,-,352.41299438,47.33300018,-4.20609474,41
Fri Feb 09 15:37:44 EST 2018,09-Feb-2018 15:37:44.278,-80.52897561,43.48301132,2.16,3.216,301.8953857421875,332.6,0.33740234,10.55410767,1.41740417,0.04256537,38.03921509,0.05135266,30.98039246,15.29411793,-,5,32.19239426,-,-,27.05882454,45.49019623,1533,-329,0.56032515,0.00933875,43.07621002,-,2.34375,10.15625,3.21600008,43.48301315,-80.52897644,0.68400002,-,9.42745304,3.53310585,12.52951145,6.96999979,7.77600002,9,35.29411697,32,-,353.39199829,47.33300018,-4.6412077,41
Fri Feb 09 15:37:45 EST 2018,09-Feb-2018 15:37:45.278,-80.52899018,43.48303061,2.53,3.216,301.94189453125,333.6,1.25498962,8.74887085,2.95210266,0.01567733,38.03921509,-0.03227029,30.98039246,15.29411793,-,5,32.1450882,-,2.00654173,31.76470566,45.49019623,1734,-329,0.85536009,0.014256,43.07621002,-,-2.34375,5.46875,3.21600008,43.48303223,-80.5289917,3.22399998,2.69081688,11.45798111,2.31444979,12.54803371,10.64000034,9.1079998,11,34.90196228,30,11.04997158,354.45700073,47.33300018,-2.61067963,42
Fri Feb 09 15:37:46 EST 2018,09-Feb-2018 15:37:46.278,-80.52900997,43.48305755,2.79,3.216,302.0447998046875,334.8,0.17401123,9.25944519,2.0662384,0.01956279,27.05882454,-0.01456735,24.31372643,12.15686321,-,5,32.09576797,-,2.00654173,31.37254906,25.09803963,1407.25,-418.75,0.61097151,0.01018286,47.42734146,-,3.90625,2.34375,3.21600008,43.48305893,-80.52900696,0.8920002,2.69081688,10.1526413,3.9602809,12.56114292,7.5999999,10.04399967,10,29.01960754,28.5,11.04997158,355.38598633,47.33300018,-3.91601944,40
Fri Feb 09 15:37:47 EST 2018,09-Feb-2018 15:37:47.278,-80.52902465,43.48307961,2.55,3.216,302.0242919921875,331.9,0.49423218,9.17863464,2.85932922,0.01769307,26.66666794,0.00308842,24.31372643,12.15686321,-,5,31.99113083,-,2.00654173,21.17647171,26.66666603,1268.75,-346.5,0.35613206,0.00593553,43.51132202,-,7.03125,6.25,3.21600008,43.483078,-80.52902222,1.17999935,2.69081688,8.41218853,5.55885935,12.56602001,4.42999983,9.17999935,8,27.45098114,34,11.04997158,356.43200684,47.33300018,-5.65647221,36
Fri Feb 09 15:37:48 EST 2018,09-Feb-2018 15:37:48.278,-80.52903576,43.48309607,2.29,3.216,302.66552734375,331.9,0.64865112,9.52519226,2.45170593,0.01272263,27.45098114,-0.01676422,25.09803963,12.54901981,-,5,31.93805313,-,-,22.74509811,27.45098114,1274.25,-256.75,0.3794454,0.00632409,43.94643402,-,1.5625,8.59375,3.21600008,43.48309708,-80.52903748,1.17999935,-,8.55722618,4.63761711,12.57698917,4.71999979,8.24399948,8,27.84313774,33,-,357.43200684,47.33300018,-5.51143456,35
Fri Feb 09 15:37:49 EST 2018,09-Feb-2018 15:37:49.279,-80.52904502,43.48310998,2.07,3.216,302.5543212890625,333.8,1.16758728,8.66267395,2.83178711,0.00716864,28.62745094,-0.02192023,25.49019623,12.54901981,-,5,31.83039665,-,-,25.88235283,30.98039246,1239,-245.75,0.41320965,0.00688683,43.51132202,-,5.46875,4.6875,3.21600008,43.48310852,-80.5290451,1.24399948,-,9.13737774,4.25866795,12.58904362,5.13999987,7.45199966,7,29.41176605,30,-,358.42999268,47.33300018,-4.931283,35
Fri Feb 09 15:37:50 EST 2018,09-Feb-2018 15:37:50.278,-80.52905585,43.4831249,2.16,3.216,302.5791015625,331.3,-0.46705627,9.27320862,2.50556946,0.01434426,32.15686417,-0.01194987,27.45098114,13.72549057,-,5,31.77582359,-,-,29.80392265,30.58823586,1264.25,-262.25,0.43411133,0.00723519,43.07621002,-,-0.78125,0.78125,3.21600008,43.48312378,-80.52905273,0.45199966,-,8.99234009,3.54691815,12.58904362,5.4000001,7.77600002,7,32.15686417,28,-,359.42498779,47.33300018,-5.07632065,35
Fri Feb 09 15:37:51 EST 2018,09-Feb-2018 15:37:51.281,-80.52907019,43.48314022,2.3,3.216,302.59619140625,323.0,-1.13504028,9.27140808,2.3631134,0.00280111,32.54901886,0.00796231,27.45098114,13.72549057,-,5,31.67614937,-,2.17994285,25.09803963,34.11764526,1540.5,-297.5,0.56836426,0.00947274,44.38154602,-,2.34375,3.90625,3.21600008,43.48313904,-80.52906799,1.72000027,2.92335153,9.57249069,3.09611773,12.60528374,7.07000017,8.27999973,10,32.54901886,31,13.51280308,360.42999268,47.33300018,-4.49617004,38
Fri Feb 09 15:37:52 EST 2018,09-Feb-2018 15:37:52.278,-80.52909689,43.48315422,2.95,3.216,303.4197998046875,306.0,-0.70228577,8.9775238,2.82879639,-0.00366779,32.94117737,-0.03103845,27.84313774,13.72549057,-,5,31.67614937,-,2.17994285,23.52941132,32.54901886,1656,-327,0.56836426,0.00947274,42.64109421,-,0,4.6875,3.21600008,43.4831543,-80.52909851,1.72000027,2.92335153,9.28241539,3.09611773,12.60528374,7.07000017,10.61999989,10,34.11764908,35,13.51280308,361.44198608,47.33300018,-4.78624535,38
Fri Feb 09 15:37:53 EST 2018,09-Feb-2018 15:37:53.277,-80.52911442,43.48316087,1.27,3.216,303.76806640625,288.6,0.06626892,8.2119751,3.35313416,0.01967392,33.33333206,-0.00401503,26.66666794,12.94117641,-,5,31.63100433,-,0.76122731,22.74509811,31.37254906,1656,-382.25,0.60052061,0.01000868,43.51132202,-,2.34375,2.34375,3.21600008,43.48316193,-80.52911377,0.38000011,1.02082264,9.42745304,3.66291046,12.61923122,7.46999979,4.57200003,11,33.72549057,36.5,4.38951015,362.4119873,47.33300018,-4.6412077,37
Fri Feb 09 15:37:54 EST 2018,09-Feb-2018 15:37:54.278,-80.52915175,43.4831639,2.89,3.216,303.26971435546875,275.3,0.12312317,9.13134766,2.93952942,0.01898985,20.7843132,0.03804377,20,9.8039217,-,5,31.58823586,-,0.76122731,11.37254906,12.94117641,1736,-372,0.18650708,0.00310845,43.51132202,-,-3.125,-2.34375,3.21600008,43.48316574,-80.52915192,7.42799997,1.02082264,4.06105661,14.15272808,12.60063934,2.31999993,10.40400028,12,21.17647171,36,4.38951015,363.41400146,47.33300018,-10.0076046,32
Fri Feb 09 15:37:55 EST 2018,09-Feb-2018 15:37:55.277,-80.52921153,43.4831553,3.41,3.216,304.69189453125,261.8,-0.13844299,8.20179749,4.56518555,0.00921215,20.7843132,0.04666013,19.6078434,9.8039217,-,5,31.50108528,-,0.899315,19.6078434,21.1764698,1107,-248.5,0.28378016,0.00472967,43.51132202,-,-0.78125,-0.78125,3.21600008,43.4831543,-80.52921295,1.27600002,1.20600128,5.65647173,9.30150986,12.59621525,3.52999997,12.27600002,11,21.96078491,4.5,6.73144484,364.45498657,47.33300018,-8.41218948,34
Fri Feb 09 15:37:56 EST 2018,09-Feb-2018 15:37:56.278,-80.52924935,43.48314612,3.16,3.216,305.22900390625,245.1,0.40444946,9.01582336,3.10951233,-0.00076058,20.3921566,-0.00499773,23.13725471,11.37254906,-,5,31.45454597,-,0.899315,25.49019623,16.86274529,890.25,-154,0.1559585,0.00259931,43.51132202,-,0.78125,0,3.21600008,43.48314667,-80.5292511,2.27600002,1.20600128,5.22135878,14.1040926,12.57632351,1.94000006,11.3760004,10,21.56862831,8,6.73144484,365.44299316,47.33300018,-8.84730148,33
Fri Feb 09 15:37:57 EST 2018,09-Feb-2018 15:37:57.279,-80.52927789,43.48313102,2.63,3.216,304.66802978515625,222.9,0.18597412,8.70758057,4.53466797,0.01510599,18.8235302,0.02800479,19.6078434,9.8039217,-,5,31.35775948,-,0.899315,25.49019623,31.76470566,736.5,-122.5,0.24840812,0.00414014,43.94643402,-,-5.46875,-4.6875,3.21600008,43.48313141,-80.52928162,0.46800041,1.20600128,6.52669811,7.96949768,12.57626534,3.08999991,9.46800041,9,19.2156868,5.5,6.73144484,366.44299316,47.33300018,-7.54196262,35
Fri Feb 09 15:37:58 EST 2018,09-Feb-2018 15:37:58.281,-80.52929284,43.48311206,2.25,3.216,304.714111328125,204.4,2.14024353,9.04156494,4.28746033,0.05627947,21.17647171,0.03541408,19.6078434,9.8039217,-,5,31.29462433,-,-,27.05882454,30.58823586,746.75,-114.75,0.25162378,0.00419373,43.51132202,-,0,-0.78125,3.21600008,43.48311234,-80.52928925,6.09999943,-,7.83203793,7.86765051,12.57653332,3.13000011,8.09999943,2,21.96078491,-7,-,367.46600342,47.33300018,-6.23662281,36
Fri Feb 09 15:37:59 EST 2018,09-Feb-2018 15:37:59.278,-80.52929383,43.48310329,0.65,3.216,304.5728759765625,188.4,1.39863586,9.01043701,3.51113892,0.01631469,22.35294151,-0.02016219,19.6078434,9.8039217,-,5,31.22961426,-,-,25.49019623,30.98039246,739.25,-131.25,0.24840812,0.00414014,42.64109421,-,3.125,-3.90625,3.21600008,43.48310471,-80.52929688,1.33999991,-,7.97707558,1.77099943,12.59635258,3.08999991,2.33999991,1,23.13725471,-2.5,-,368.42401123,47.33300018,-6.09158516,37
Fri Feb 09 15:38:00 EST 2018,09-Feb-2018 15:38:00.278,-80.52929442,43.48310464,0.0,3.216,305.18157958984375,0.0,0.76657104,9.52459717,2.68574524,0.00716413,22.74509811,-0.03252251,19.6078434,9.8039217,-,5,31.22961426,-,-,27.05882454,32.15686417,737,-139,0.23634948,0.00393916,43.94643402,-,2.34375,2.34375,3.21600008,43.48310471,-80.52929688,2.33999991,-,8.41218853,0.93067825,12.59635258,2.94000006,0,0,23.13725471,-5.5,-,368.91598511,47.85699844,-5.65647221,37
Fri Feb 09 15:38:01 EST 2018,09-Feb-2018 15:38:01.280,-80.52929405,43.48310475,0.0,3.216,304.4329833984375,0.0,0.30688477,9.01342773,2.88206482,0.01027446,22.35294151,-0.01448201,19.6078434,9.8039217,-,5,31.22961426,-,-,27.84313774,27.84313774,697.5,-142,0.23634951,0.00393916,43.07621002,-,3.125,3.125,3.21600008,43.48310471,-80.52929688,0,-,8.26715088,0,12.59877396,2.94000006,0,0,23.13725471,-5.5,-,368.91598511,48.80400085,-5.80150986,38
Fri Feb 09 15:38:02 EST 2018,09-Feb-2018 15:38:02.279,-80.52929513,43.48310448,0.0,3.216,304.381591796875,0.0,0.8515625,9.16546631,2.92636108,0.009456,23.13725471,-0.01479185,19.6078434,9.8039217,-,5,31.22961426,-,-,27.84313774,32.54901886,717,-143.25,0.25644726,0.00427412,42.64109421,-,3.90625,3.90625,3.21600008,43.48310471,-80.52929688,0,-,8.84730244,0,12.59998131,3.19000006,0,0,23.52941132,-6.5,-,368.91598511,49.8769989,-5.2213583,39
Fri Feb 09 15:38:03 EST 2018,09-Feb-2018 15:38:03.278,-80.52929634,43.48310431,0.0,3.216,304.92529296875,0.0,0.45951843,8.84764099,3.38305664,0.00647383,24.31372643,-0.04021095,30.19607925,16.86274529,-,5,31.22961426,-,-,25.88235283,107.45098114,1755.5,-144.5,1.29188311,0.02153138,43.94643402,-,6.25,4.6875,3.21600008,43.48310471,-80.52929688,0,-,13.63354778,0,12.6011858,16.06999969,0,0,23.13725471,-4.5,-,368.91598511,50.84799957,-0.43511295,61
Fri Feb 09 15:38:04 EST 2018,09-Feb-2018 15:38:04.278,-80.52929529,43.4831033,0.0,3.216,305.195068359375,0.0,1.17178345,9.05233765,3.31242371,0.01493841,35.29411697,-0.02614744,32.15686417,16.07843208,-,5,31.17130661,-,-,42.35294342,72.54901886,1755.5,-190.5,1.29188311,0.02153138,48.29756546,-,0,1.5625,3.21600008,43.48310471,-80.52929688,4,-,13.63354778,0,12.6011858,16.06999969,0,4,33.72549057,-6,-,369.61099243,50.84799957,-0.43511295,61
Fri Feb 09 15:38:05 EST 2018,09-Feb-2018 15:38:05.278,-80.52929176,43.48310263,0.0,3.216,305.568115234375,0.0,0.96289062,9.13793945,3.13404846,0.01319504,36.47058868,-0.01703079,29.41176605,14.50980377,-,5,31.12393188,-,4.26514482,34.11764908,44.31372452,1500,-326,0.7002055,0.01167009,49.60290527,-,3.90625,3.125,3.21600008,43.48310089,-80.52928925,9,5.71965313,11.89309406,2.82729578,12.62265205,8.71000004,0,9,37.25490189,19,27.15217018,370.73300171,50.84799957,-2.17556667,50
Fri Feb 09 15:38:06 EST 2018,09-Feb-2018 15:38:06.278,-80.52928893,43.48310418,0.0,3.216,305.4998779296875,0.0,1.50279236,9.30792236,2.60253906,0.0087521,23.92156982,-0.01585681,21.96078491,10.98039246,-,5,31.01063919,-,4.26514482,23.92156982,18.8235302,822.75,-380.75,0.23232996,0.00387217,45.68688583,-,-1.5625,-0.78125,3.21600008,43.48310471,-80.52928925,3,5.71965313,7.10684919,5.6806798,12.62979889,2.8900001,0,3,27.84313774,12,27.15217018,371.95098877,50.84799957,-6.96181154,43
Fri Feb 09 15:38:07 EST 2018,09-Feb-2018 15:38:07.278,-80.52928513,43.48310285,0.25,3.216,305.9266357421875,171.6,0.7605896,9.13015747,2.83119202,0.01268457,22.35294151,0.00050911,19.6078434,9.8039217,-,5,30.94904518,-,4.26514482,25.88235283,29.80392075,729,-294,0.24760422,0.00412674,43.51132202,-,3.90625,-2.34375,3.21600008,43.48310471,-80.52928162,2,5.71965313,7.97707558,2.66512418,12.62979889,3.07999992,0.89999998,2,22.74509811,-2,27.15217018,372.95199585,50.84799957,-6.09158516,41
Fri Feb 09 15:38:08 EST 2018,09-Feb-2018 15:38:08.278,-80.52927785,43.48310305,0.0,3.216,305.71612548828125,0.0,0.33680725,8.62017822,3.21905518,0.00551612,40,-0.01407973,34.50980377,18.8235302,-,5,30.88771248,-,4.26514482,24.70588303,78.4313736,738.5,-154.5,0.23956513,0.00399275,43.07621002,-,-1.5625,3.90625,3.21600008,43.48310471,-80.52928162,1.10000002,5.71965313,8.26715088,1.8363719,12.6491909,2.98000002,0,2,30.98039246,18.5,27.15217018,373.91598511,50.84799957,-5.80150986,40
Fri Feb 09 15:38:09 EST 2018,09-Feb-2018 15:38:09.278,-80.52927348,43.48310055,0.0,3.216,305.6380615234375,0.0,0.16442871,9.42285156,2.34635925,0.01479346,27.05882454,-0.01267254,23.92156982,12.15686321,-,5,30.776371,-,-,29.41176605,25.49019623,1037.25,-232,0.29181927,0.00486366,45.68688583,-,3.125,1.5625,3.21600008,43.48310089,-80.52927399,1,-,8.70226383,6.0301795,12.67911911,3.63000011,0,1,27.45098114,10,-,374.91699219,50.84799957,-5.3663969,48
Fri Feb 09 15:38:10 EST 2018,09-Feb-2018 15:38:10.277,-80.52926776,43.48310037,0.0,3.216,306.34173583984375,0.0,0.99700928,8.97991943,3.53089905,0.01561071,51.37255096,0.04848583,40.39215851,20,-,5,30.776371,-,-,67.05882263,31.76470566,1140.75,-245.5,0.92851585,0.01547526,43.94643402,-,-0.78125,0,3.21600008,43.48310089,-80.52926636,1,-,10.44271755,0.23689991,12.67911911,11.55000019,0,1,50.98039246,16.5,-,375.91500854,50.84799957,-3.62594318,57
Fri Feb 09 15:38:11 EST 2018,09-Feb-2018 15:38:11.278,-80.52926077,43.48310018,0.0,3.216,306.1448974609375,0.0,1.04429626,8.73271179,3.52850342,0.01854397,42.74509811,0.01465706,42.74509811,21.56862831,-,5,30.69117737,-,9.69365883,57.64706039,45.49019623,1470.5,-114,0.77255732,0.01287595,50.03802109,-,3.90625,3.90625,3.21600008,43.48310089,-80.52925873,10,12.99941063,11.02286816,3.13196015,12.70253086,9.60999966,0,10,47.45098114,15.5,65.49841309,376.95001221,50.84799957,-3.04579258,49
Fri Feb 09 15:38:12 EST 2018,09-Feb-2018 15:38:12.278,-80.52925727,43.48310088,0.0,3.216,306.28485107421875,0.0,0.86294556,9.15887451,3.06941223,0.01146019,40,-0.0189395,46.66666794,23.13725471,-,5,30.64570236,-,9.69365883,56.86274719,40.7843132,1467.75,-93.25,0.92530018,0.01542167,50.03802109,-,1.5625,3.90625,3.21600008,43.48310089,-80.52925873,9,12.99941063,11.74805641,2.37723207,12.7201128,11.51000023,0,9,37.25490189,4,65.49841309,377.91699219,50.84799957,-2.32060432,50
Fri Feb 09 15:38:13 EST 2018,09-Feb-2018 15:38:13.278,-80.52925671,43.48310155,0.0,3.216,306.0341796875,0.0,0.86532593,9.20317078,3.02630615,0.00918882,41.5686264,-0.00953649,30.58823586,13.72549057,-,5,30.60251045,-,9.69365883,37.64706039,27.45098114,1393.75,-57.5,0.28779972,0.00479666,50.47313309,-,0,0,3.21600008,43.48310089,-80.52925873,10,12.99941063,9.86256599,7.6430006,12.74020576,3.57999992,0,10,38.82352829,6,65.49841309,378.93600464,50.84799957,-4.20609474,43
Fri Feb 09 15:38:14 EST 2018,09-Feb-2018 15:38:14.278,-80.5292514,43.48309815,0.0,3.216,305.4791259765625,0.0,0.84857178,9.14570618,2.94551086,0.00511671,29.01960754,-0.01763986,20,9.8039217,-,5,30.55323601,-,-,13.33333397,19.6078434,1042,-147,0.18248753,0.00304146,49.60290527,-,-0.78125,-1.5625,3.21600008,43.48309708,-80.5292511,0,-,7.97707558,8.437603,12.7383213,2.26999998,0,0,43.92156982,25.5,-,379.76000977,51.00400162,-6.09158516,36
