GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Drivers demand engine % torque(%),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Evap System Vapour Pressure(Pa),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel pressure(psi),Fuel Rate (direct from ECU)(L/m),Fuel trim bank 1 sensor 1(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Latitude(°),GPS Longitude(°),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Volumetric Efficiency (Calculated)(%)
Fri Feb 09 15:30:59 EST 2018,09-Feb-2018 15:30:59.281,-80.53683024,43.47217743,0.0,3.216,312.6048583984375,0.0,0.1829834,9.38273621,2.37928772,0.01278562,21.96078491,-0.0161486,19.6078434,9.8039217,-,9,-,-,-,-,-,784.25,-153.25,0.23715341,0.00395256,43.51132202,-,3.125,-3.125,3.21600008,43.4721756,-80.53682709,0,-,6.52669811,0,∞,2.92000008,0,0,21.56862831,3.5,-,0,0,-7.54196262,42
Fri Feb 09 15:31:00 EST 2018,09-Feb-2018 15:31:00.278,-80.53683027,43.47217744,0.0,3.216,312.603515625,0.0,0.80726624,9.21035767,2.80305481,0.01026179,21.96078491,-0.0045266,19.6078434,9.8039217,-,9,-,-,-,23.13725471,-,779.75,-153.25,0.23715341,0.00395256,43.51132202,-,3.125,2.34375,3.21600008,43.4721756,-80.53682709,0,-,6.67173576,0,∞,2.6400001,0,0,21.56862831,6.5,-,0,0,-7.39692497,41
Fri Feb 09 15:31:01 EST 2018,09-Feb-2018 15:31:01.278,-80.53683028,43.47217744,0.0,3.216,312.60540771484375,0.0,-0.2000885,9.81190491,1.78552246,0.01338492,27.45098114,-0.07788402,19.6078434,9.8039217,-,9,-,-,-,38.03921509,31.76470566,765,-114.75,0.04164418,0.00069407,43.07621002,-,2.34375,2.34375,3.21600008,43.4721756,-80.53682709,0,-,8.26715088,0,∞,4.30999994,0,0,27.05882454,-5.5,-,0,0,-5.80150986,45
Fri Feb 09 15:31:02 EST 2018,09-Feb-2018 15:31:02.278,-80.53683031,43.47217743,0.0,4.288,312.6053466796875,0.0,0.1937561,8.80754089,3.06402588,0.01048258,27.45098114,0.01461232,19.6078434,9.8039217,-,9,-,-,-,36.07843018,40,782.25,-158.75,0.34166169,0.00569436,43.07621002,-,3.125,3.125,4.28800011,43.4721756,-80.53682709,0,-,9.86256599,0,∞,4.25,0,0,27.84313774,-5,-,0,0,-4.20609474,45
Fri Feb 09 15:31:03 EST 2018,09-Feb-2018 15:31:03.279,-80.53683032,43.47217744,0.0,4.288,312.60400390625,0.0,-0.29107666,8.81591797,2.91079712,0.0100979,28.23529434,0.02023726,19.6078434,9.8039217,-,9,-,-,-,36.86274719,40.7843132,781,-176.25,0.34166169,0.00569436,43.94643402,-,5.46875,5.46875,4.28800011,43.4721756,-80.53682709,0,-,10.29767895,0,∞,4.25,0,0,28.62745094,-6.5,-,0,0,-3.77098179,45
Fri Feb 09 15:31:04 EST 2018,09-Feb-2018 15:31:04.280,-80.53683032,43.47217742,0.0,4.288,312.6033935546875,0.0,0.62651062,9.32766724,2.54148865,0.01442109,27.05882454,0.00901543,19.6078434,9.8039217,-,9,1,-,0.09891177,36.47058868,38.4313736,764.5,-190.5,0.3376421,0.00562737,43.51132202,-,3.90625,3.90625,4.28800011,43.4721756,-80.53682709,1,0.13264287,10.29767895,0,∞,4.19999981,0,1,28.23529434,-3.5,1.23547089,0.71899998,0,-3.77098179,44
Fri Feb 09 15:31:05 EST 2018,09-Feb-2018 15:31:05.278,-80.53683031,43.47217742,0.0,3.216,312.603759765625,0.0,0.94255066,9.18760681,3.35491943,0.00886736,27.05882454,-0.03612296,19.6078434,9.8039217,-,9,1,-,0.09891177,36.47058868,38.4313736,780.25,-190.5,0.3376421,0.00562737,43.51132202,-,3.90625,3.90625,3.21600008,43.4721756,-80.53682709,1,0.13264287,9.57249069,0,∞,4.19999981,0,1,28.23529434,-3.5,1.23547089,1.42499995,0,-4.49617004,44
Fri Feb 09 15:31:06 EST 2018,09-Feb-2018 15:31:06.279,-80.53684519,43.47219384,0.94,3.216,313.2969970703125,330.3,1.60752869,9.223526,3.21127319,-0.0062691,27.05882454,-0.01199038,19.6078434,9.8039217,-,9,1,-,0.09891177,36.47058868,38.4313736,780.25,-190.5,0.3376421,0.00562737,43.51132202,-,3.90625,3.90625,3.21600008,43.47219467,-80.53684235,1,0.13264287,9.57249069,0,∞,4.19999981,3.38399982,1,28.23529434,-3.5,1.23547089,2.42600012,0,-4.49617004,44
Fri Feb 09 15:31:07 EST 2018,09-Feb-2018 15:31:07.278,-80.53684986,43.47220194,1.26,3.216,313.28546142578125,327.1,1.83558655,8.8518219,2.44273376,0.00946833,27.05882454,-0.01553912,19.6078434,9.8039217,-,9,1,-,0.09891177,36.47058868,38.4313736,780.25,-190.5,0.3376421,0.00562737,43.51132202,-,3.90625,3.90625,3.21600008,43.4722023,-80.53684998,1,0.13264287,9.57249069,0,∞,4.19999981,4.53599977,1,28.23529434,-3.5,1.23547089,3.43000007,0,-4.49617004,44
Fri Feb 09 15:31:08 EST 2018,09-Feb-2018 15:31:08.278,-80.53685977,43.47221036,1.01,3.216,313.6639404296875,306.3,1.99719238,9.25524902,2.63247681,0.02482247,27.05882454,0.04829109,19.6078434,9.8039217,-,9,1,-,0.09891177,36.47058868,38.4313736,780.25,-190.5,0.3376421,0.00562737,43.51132202,-,3.90625,3.90625,3.21600008,43.47220993,-80.5368576,1,0.13264287,9.57249069,0,∞,4.19999981,3.63599992,1,28.23529434,-3.5,1.23547089,4.42999983,0,-4.49617004,44
Fri Feb 09 15:31:09 EST 2018,09-Feb-2018 15:31:09.278,-80.53686768,43.47221615,0.91,3.216,313.103759765625,296.8,1.00061035,9.02540588,2.20150757,0.01528745,27.05882454,0.01681387,19.6078434,9.8039217,-,9,3.25,-,-,36.47058868,38.4313736,780.25,-190.5,0.3376421,0.00562737,43.51132202,-,3.90625,3.90625,3.21600008,43.47221756,-80.53686523,0.72399998,-,9.57249069,0,∞,4.19999981,3.27600002,4,28.23529434,-3.5,-,4.59399986,0.991,-4.49617004,44
Fri Feb 09 15:31:10 EST 2018,09-Feb-2018 15:31:10.278,-80.53686537,43.47221829,0.0,3.216,312.874755859375,0.0,-0.10971069,10.0579071,1.56225586,0.0308273,27.05882454,-0.0000565,19.6078434,9.8039217,-,9,3.25,-,-,36.47058868,38.4313736,780.25,-190.5,0.3376421,0.00562737,43.51132202,-,3.90625,3.90625,3.21600008,43.47221756,-80.53686523,0.72399998,-,9.57249069,0,∞,4.19999981,0,4,28.23529434,-3.5,-,5.43100023,0.991,-4.49617004,44
Fri Feb 09 15:31:11 EST 2018,09-Feb-2018 15:31:11.278,-80.53686506,43.47222335,1.18,3.216,312.247802734375,289.7,-0.03848267,8.71894836,2.39006042,0.03417351,27.05882454,-0.05250562,19.6078434,9.8039217,-,9,3.25,-,-,36.47058868,38.4313736,780.25,-190.5,0.3376421,0.00562737,43.51132202,-,3.90625,3.90625,3.21600008,43.47222519,-80.53686523,0.72399998,-,9.57249069,0,∞,4.19999981,4.24799967,4,28.23529434,-3.5,-,6.43900013,0.991,-4.49617004,44
Fri Feb 09 15:31:12 EST 2018,09-Feb-2018 15:31:12.278,-80.53684271,43.47223969,2.67,3.216,312.052978515625,48.1,-0.49577332,10.81446838,0.06529236,-0.002794,27.05882454,-0.01385101,19.6078434,9.8039217,-,9,3.25,-,-,36.47058868,38.4313736,780.25,-190.5,0.3376421,0.00562737,43.51132202,-,3.90625,3.90625,3.21600008,43.47224045,-80.53684235,0.72399998,-,9.57249069,0,∞,4.19999981,9.61200047,4,28.23529434,-3.5,-,7.43599987,0.991,-4.49617004,44
Fri Feb 09 15:31:13 EST 2018,09-Feb-2018 15:31:13.278,-80.53680018,43.4722602,3.83,3.216,311.80914306640625,57.4,0.00221252,8.70697021,2.55226135,0.05486911,41.96078491,-0.08432589,31.37254906,15.68627453,-,9,5.4000001,-,-,20.7843132,52.15686417,1826.5,-217,0.3376421,0.00562737,48.73268127,-,-3.125,-3.125,3.21600008,43.47225952,-80.53679657,0.21200085,-,12.03813267,1.04634571,14622.01367188,10.46000004,13.78799915,14,30.98039246,13,-,8.70400047,0.991,-2.03052807,56
Fri Feb 09 15:31:14 EST 2018,09-Feb-2018 15:31:14.282,-80.53675546,43.47228045,3.97,3.216,311.22332763671875,58.2,0.46429443,9.08406067,3.52371216,0.02331044,25.09803963,-0.01719607,19.6078434,9.8039217,-,9,7.71428585,-,-,17.25490189,19.6078434,1252.5,-326.5,0.27976063,0.00466268,43.07621002,-,-3.90625,-3.125,3.21600008,43.47227859,-80.53675842,1.29199982,-,5.80150938,11.00767708,1277.55517578,3.48000002,14.29199982,13,24.31372643,0,-,9.75199986,0.991,-8.26715088,44
Fri Feb 09 15:31:15 EST 2018,09-Feb-2018 15:31:15.278,-80.53671293,43.47229539,3.63,3.216,310.6341552734375,57.0,0.70252991,10.01721191,2.61451721,0.04862469,22.74509811,0.07009069,19.6078434,9.8039217,-,9,8.25,-,-,23.13725471,22.74509811,999.25,-261.75,0.25162381,0.00419373,43.51132202,-,-7.03125,-9.375,3.21600008,43.47229385,-80.53671265,1.06799984,-,6.09158516,11.3643837,661.85876465,3.13000011,13.06799984,12,24.31372643,3,-,10.7489996,0.991,-7.97707558,41
Fri Feb 09 15:31:16 EST 2018,09-Feb-2018 15:31:16.281,-80.53667987,43.47230991,2.78,3.216,310.967041015625,55.8,1.91040039,8.11621094,4.12705994,0.0252599,25.49019623,0.0280529,19.6078434,9.8039217,-,9,8.11111069,-,-,30.58823586,33.72549057,859.75,-172.75,0.31432873,0.00523881,43.07621002,-,0,-1.5625,3.21600008,43.47230911,-80.53668213,6.06799984,-,7.3969245,8.39752674,661.85876465,3.91000009,10.00799942,7,25.88235283,11.5,-,11.66499996,0.991,-6.67173624,41
Fri Feb 09 15:31:17 EST 2018,09-Feb-2018 15:31:17.279,-80.53666362,43.47231989,1.29,3.216,311.725341796875,56.1,1.36212158,9.13552856,3.29327393,-0.00164526,25.49019623,-0.03913958,19.6078434,9.8039217,-,9,7.27272749,-,-,31.37254906,33.72549057,842.75,-167.75,0.30789748,0.00513162,43.51132202,-,2.34375,4.6875,3.21600008,43.47232056,-80.53666687,2.64399958,-,8.70226383,3.5720551,546.5970459,3.82999992,4.64399958,2,25.88235283,3,-,12.6960001,0.991,-5.3663969,42
Fri Feb 09 15:31:18 EST 2018,09-Feb-2018 15:31:18.279,-80.53666102,43.47232443,0.33,3.216,312.27740478515625,56.5,-0.59634399,8.9775238,2.58758545,0.01164169,25.09803963,-0.04465885,19.6078434,9.8039217,-,9,7.27272749,-,-,29.41176605,32.54901886,827.5,-170.5,0.2886036,0.00481006,43.51132202,-,-3.125,-3.125,3.21600008,43.47232437,-80.53665924,4.64399958,-,8.26715088,1.52434218,522.20898438,3.58999991,1.18799996,0,25.49019623,7,-,13.17599964,1.50300002,-5.80150986,42
Fri Feb 09 15:31:19 EST 2018,09-Feb-2018 15:31:19.279,-80.53666089,43.47232676,0.36,3.216,312.0679931640625,56.9,1.28071594,9.43002319,2.89283752,0.01567044,24.31372643,-0.03432566,19.6078434,9.8039217,-,9,7.27272749,-,-,29.80392265,32.54901886,814,-165.5,0.28217232,0.00470287,43.51132202,-,-3.125,-3.125,3.21600008,43.47232819,-80.53665924,1.18799996,-,8.26715088,0,522.36639404,3.50999999,1.296,0,25.09803963,6,-,13.17599964,2.46700001,-5.80150986,42
Fri Feb 09 15:31:20 EST 2018,09-Feb-2018 15:31:20.281,-80.53666307,43.47233098,0.0,3.216,312.94195556640625,0.0,-0.62266541,9.08586121,2.44691467,0.0143099,24.31372643,-0.05491754,19.6078434,9.8039217,-,9,7.27272749,-,-,28.62745094,31.37254906,813.5,-158.5,0.27493718,0.00458229,43.07621002,-,-1.5625,3.90625,3.21600008,43.472332,-80.53666687,1.296,-,8.12211323,0,522.52288818,3.42000008,0,0,24.70588303,4,-,13.17599964,3.5769999,-5.94654751,42
Fri Feb 09 15:31:21 EST 2018,09-Feb-2018 15:31:21.278,-80.53666174,43.47233088,0.0,3.216,312.7357177734375,0.0,0.12672424,9.26721191,2.4271698,0.01049966,24.31372643,-0.03126804,19.6078434,9.8039217,-,9,7.27272749,-,-,29.41176605,32.15686417,797,-157,0.2757411,0.00459568,43.94643402,-,-1.5625,-1.5625,3.21600008,43.472332,-80.53665924,0,-,8.12211323,0,522.6784668,3.43000007,0,0,24.70588303,4.5,-,13.17599964,4.58199978,-5.94654751,42
Fri Feb 09 15:31:22 EST 2018,09-Feb-2018 15:31:22.279,-80.53665931,43.47233313,0.0,3.216,313.04248046875,0.0,-0.15341187,9.26123047,2.39245605,-0.00003719,24.31372643,-0.05523632,19.6078434,9.8039217,-,9,7.27272749,-,-,29.41176605,30.98039246,799,-156.25,0.27493715,0.00458229,43.51132202,-,-1.5625,-1.5625,3.21600008,43.472332,-80.53665924,0,-,8.12211323,0,522.83306885,3.42000008,0,0,26.27450943,8,-,13.17599964,5.54199982,-5.94654751,42
Fri Feb 09 15:31:23 EST 2018,09-Feb-2018 15:31:23.278,-80.53666108,43.47233787,0.0,3.216,312.7220458984375,0.0,1.32920837,9.59223938,2.41639709,0.01321672,25.88235283,0.00739025,19.6078434,9.8039217,-,9,7.27272749,-,-,33.33333206,36.86274338,797.25,-157.25,0.31593657,0.00526561,42.64109421,-,-1.5625,-1.5625,3.21600008,43.47233963,-80.53665924,0,-,8.99234009,0,522.98681641,3.93000007,0,0,26.27450943,-2.5,-,13.17599964,6.57399988,-5.07632065,43
Fri Feb 09 15:31:24 EST 2018,09-Feb-2018 15:31:24.278,-80.53665847,43.47234025,0.45,3.216,312.45733642578125,58.8,1.24061584,9.53057861,2.70129395,0.00576319,26.27450943,-0.05811136,19.6078434,9.8039217,-,9,6.75,-,0.08375011,32.54901886,35.68627548,787.25,-165.75,0.31030917,0.00517182,43.94643402,-,-1.5625,-1.5625,3.21600008,43.47233963,-80.53665924,0.61999989,0.11231075,9.13737774,0,523.13964844,3.8599999,1.61999989,1,27.05882454,-1.5,1.01586211,13.44400024,7.29300022,-4.931283,43
Fri Feb 09 15:31:25 EST 2018,09-Feb-2018 15:31:25.278,-80.53665332,43.47234449,0.68,3.216,312.27734375,59.2,0.2051239,9.35879517,2.33081055,0.0148791,33.33333206,0.01534166,23.52941132,10.98039246,-,9,6.38461542,-,0.08375011,49.80392075,33.72549057,781,-173.5,0.30227011,0.00503783,42.64109421,-,3.125,3.90625,3.21600008,43.47234344,-80.53665161,0.38000011,0.11231075,9.42745304,0.7277112,523.13964844,3.75999999,2.44799995,2,34.50980377,1.5,1.01586211,14.44900036,7.29300022,-4.6412077,42
Fri Feb 09 15:31:26 EST 2018,09-Feb-2018 15:31:26.281,-80.53664472,43.47234937,1.09,3.216,312.35723876953125,59.8,0.96708679,8.99308777,3.16040039,-0.01843186,27.45098114,-0.02135246,19.6078434,9.8039217,-,9,6,-,0.48108032,34.11764908,36.07843018,854.25,-214.25,0.33362257,0.00556038,43.51132202,-,4.6875,6.25,3.21600008,43.47235107,-80.53664398,0.07599998,0.64513934,9.28241539,1.97797155,482.84439087,4.1500001,3.92400002,4,27.84313774,-6,4.86253452,15.44299984,7.29300022,-4.78624535,44
Fri Feb 09 15:31:27 EST 2018,09-Feb-2018 15:31:27.278,-80.53663333,43.47235449,1.39,3.216,312.9429931640625,60.0,0.70671082,9.31031799,2.44631958,0.00179886,28.23529434,-0.03267732,23.52941132,12.15686321,-,9,5.9375,-,0.83750117,30.19607925,50.19607925,849.25,-203.5,0.30227011,0.00503784,42.64109421,-,1.5625,1.5625,3.21600008,43.47235489,-80.53663635,1.07599998,1.12310755,8.55722618,2.9108448,482.84439087,3.75999999,5.00399971,5,26.66666794,-2,9.41698551,16.40800095,7.29300022,-5.51143456,44
Fri Feb 09 15:31:28 EST 2018,09-Feb-2018 15:31:28.279,-80.53661149,43.47236452,2.15,3.216,312.59521484375,57.5,0.38948059,9.13433838,3.49559021,-0.06104186,37.25490189,-0.12500361,23.13725471,11.37254906,-,9,5.94117641,-,0.83750117,45.88235474,28.23529434,1211.75,-244.25,0.67448038,0.01124134,49.16779327,-,2.34375,6.25,3.21600008,43.47236633,-80.53661346,0.99600029,1.12310755,8.84730244,1.63062811,463.6461792,8.39000034,7.74000025,6,39.2156868,20,9.41698551,17.44199944,7.29300022,-5.2213583,52
Fri Feb 09 15:31:29 EST 2018,09-Feb-2018 15:31:29.279,-80.53658927,43.47237946,2.49,3.216,312.57611083984375,49.4,-0.39642334,9.74127197,2.12071228,0.03001325,37.25490189,-0.06760889,23.13725471,11.37254906,-,9,6.11111116,-,2.64949036,17.25490189,28.23529434,1367,-244.25,0.38266107,0.00637768,49.16779327,-,0,7.03125,3.21600008,43.47237778,-80.53659058,1.25999975,3.55302501,8.84730244,3.44898391,425.45367432,4.76000023,8.96399975,9,23.92156982,12.5,18.50784492,18.4260006,7.29300022,-5.2213583,48
Fri Feb 09 15:31:30 EST 2018,09-Feb-2018 15:31:30.278,-80.53657486,43.47239975,2.3,3.216,313.3701171875,29.8,0.55049133,8.95835876,3.5075531,0.00463927,24.31372643,-0.05417972,21.56862831,11.37254906,-,9,6.21052647,-,2.64949036,19.2156868,32.15686417,1189.25,-208,0.9253003,0.01542167,43.51132202,-,4.6875,4.6875,3.21600008,43.47240067,-80.53657532,0.96399975,3.55302501,7.68700027,1.90178561,363.41220093,11.51000023,8.27999973,8,24.70588303,22.5,18.50784492,19.46100044,7.29300022,-6.38166046,59
Fri Feb 09 15:31:31 EST 2018,09-Feb-2018 15:31:31.278,-80.5365656,43.47242032,2.34,3.216,313.4639892578125,12.4,0.86593628,7.87258911,4.14620972,0.02771747,30.58823586,0.14087372,40,20.3921566,-,9,6.61904764,-,8.09232903,51.76470566,75.68627167,2209.75,-181.75,1.8530122,0.03088354,48.29756546,-,3.125,3.125,3.21600008,43.47241974,-80.53656769,5.57600021,10.85199165,13.63354778,0.83094835,359.12014771,23.04999924,8.42399979,14,34.50980377,1,34.96973801,20.46100044,7.29300022,-0.43511295,73
Fri Feb 09 15:31:32 EST 2018,09-Feb-2018 15:31:32.279,-80.53657495,43.47245435,3.1,3.216,312.75750732421875,355.4,0.48225403,9.1151886,3.14781189,0.00580022,21.56862831,-0.02503289,19.6078434,10.1960783,-,9,6.77272749,-,8.09232903,13.33333397,14.50980377,1530.75,-240.5,0.29985836,0.00499764,43.07621002,-,-0.78125,5.46875,3.21600008,43.47245407,-80.53657532,1.57600021,10.85199165,6.52669811,10.26989746,296.53106689,3.73000002,11.15999889,10,22.74509811,8,34.96973801,21.29800034,7.29300022,-7.54196262,60
Fri Feb 09 15:31:33 EST 2018,09-Feb-2018 15:31:33.279,-80.5365875,43.47248592,3.02,3.216,312.56610107421875,345.5,0.02078247,9.1726532,2.68873596,0.01012451,40.39215851,-0.00201624,29.41176605,10.1960783,-,9,6.95652151,-,8.09232903,31.37254906,14.50980377,1786,-240.5,0.86661476,0.01444358,43.07621002,-,0,3.90625,3.21600008,43.47248459,-80.53659058,0.12800026,10.85199165,11.60301876,2.53821349,285.62915039,10.77999973,10.87199974,11,40.39215851,30.5,34.96973801,22.46199989,7.29300022,-2.46564198,57
Fri Feb 09 15:31:34 EST 2018,09-Feb-2018 15:31:34.279,-80.53660653,43.47251912,3.61,3.216,312.042236328125,339.5,0.3026886,9.24028015,2.79766846,0.01120483,33.72549057,-0.01745472,24.70588303,12.15686321,-,9,7.20833349,-,8.09232903,20.7843132,41.96078491,1975.75,-267.25,0.69779378,0.0116299,49.60290527,-,-3.125,-3.125,3.21600008,43.47251892,-80.53660583,2.12800026,10.85199165,11.02286816,3.46752691,285.62915039,8.68000031,12.99599934,13,33.72549057,38.5,34.96973801,23.44199944,7.29300022,-3.04579258,52
Fri Feb 09 15:31:35 EST 2018,09-Feb-2018 15:31:35.279,-80.53662865,43.47255482,4.04,3.216,311.98028564453125,335.1,0.26199341,9.37077332,2.92875671,0.01719719,33.33333206,-0.01852812,24.70588303,12.15686321,-,9,7.76923084,-,3.07332993,27.45098114,35.29411697,1511.75,-392.75,0.57238376,0.00953973,43.51132202,-,-0.78125,-8.59375,3.21600008,43.47255325,-80.53662872,0.45600033,4.12140322,9.57249069,5.38015699,265.8656311,7.11999989,14.54399967,15,34.11764908,19,18.80346298,24.44099998,7.29300022,-4.49617004,45
Fri Feb 09 15:31:36 EST 2018,09-Feb-2018 15:31:36.279,-80.53665061,43.4725942,4.35,3.216,311.8092041015625,331.3,0.66300964,9.08586121,2.88865662,0.01517005,36.07843018,-0.00812065,26.27450943,13.33333397,-,9,8.07407379,-,2.82431149,26.66666794,34.50980377,1561.5,-373.5,0.57640332,0.00960672,43.94643402,-,1.5625,1.5625,3.21600008,43.47259521,-80.53665161,1.45600033,3.78746414,9.57249069,5.72425556,245.6733551,7.17000008,15.65999889,16,33.72549057,33.5,17.27160263,25.45700073,7.29300022,-4.49617004,44
Fri Feb 09 15:31:37 EST 2018,09-Feb-2018 15:31:37.278,-80.5366756,43.47263454,4.74,3.216,311.40203857421875,330.1,0.12312317,9.27798462,2.80125427,0.01380697,38.4313736,-0.00972141,27.05882454,13.33333397,-,9,8.65517235,-,1.48442852,29.01960754,40,1750.75,-384.75,0.7701456,0.01283576,50.47313309,-,-3.125,2.34375,3.21600008,43.47263336,-80.5366745,0.06399918,1.99065149,11.16790581,4.56984425,232.03512573,9.57999992,17.06399918,17,38.4313736,30.5,8.09649754,26.44099998,7.29300022,-2.90075493,43
Fri Feb 09 15:31:38 EST 2018,09-Feb-2018 15:31:38.283,-80.53670356,43.47267381,4.86,3.216,311.15625,329.8,0.24462891,9.14273071,2.43495178,0.01383728,42.35294342,-0.04159475,29.41176605,14.90196133,-,9,9,-,1.48442852,37.25490189,44.70588303,1900.75,-412.25,1.12466979,0.0187445,49.16779327,-,-5.46875,-4.6875,3.21600008,43.47267532,-80.53670502,1.93600082,1.99065149,12.76332092,3.32489634,232.03512573,13.98999977,17.49600029,19,42.74509811,27.5,8.09649754,27.42900085,7.29300022,-1.30533981,45
Fri Feb 09 15:31:39 EST 2018,09-Feb-2018 15:31:39.278,-80.53673517,43.47272195,5.68,3.216,311.05670166015625,330.5,0.43377686,9.2348938,2.32661438,0.01406679,38.82352829,-0.03126265,27.05882454,13.33333397,-,9,9.38709641,-,7.08153105,27.05882454,39.2156868,1902.25,-392.75,0.83204669,0.01386745,49.60290527,-,-0.78125,-3.90625,3.21600008,43.4727211,-80.53673553,3.50399971,9.49648952,11.31294346,5.55169821,221.03065491,10.35000038,20.44799805,21,38.82352829,31,35.54852676,28.29000092,7.29300022,-2.75571728,42
Fri Feb 09 15:31:40 EST 2018,09-Feb-2018 15:31:40.278,-80.53677045,43.47277163,6.21,3.216,310.78265380859375,330.8,0.52175903,8.91227722,2.87368774,-0.00647759,37.25490189,-0.03436574,25.88235283,12.94117641,-,9,10.18181801,-,3.48148727,23.52941132,34.11764526,2023,-448.25,0.75245959,0.01254099,49.60290527,-,4.6875,3.125,3.21600008,43.47277069,-80.53677368,0.64400101,4.66875124,10.1526413,6.43122578,205.5933075,9.35999966,22.35599899,23,37.25490189,35.5,16.43353271,29.44599915,7.29300022,-3.91601944,41
Fri Feb 09 15:31:41 EST 2018,09-Feb-2018 15:31:41.277,-80.53680903,43.47282751,6.55,3.216,310.7379150390625,331.1,-0.3084259,10.0118103,1.86453247,0.03299192,36.86274719,-0.01898478,25.88235283,12.94117641,-,9,10.55882359,-,3.48148727,23.52941132,38.82352829,2060.5,-475.25,0.7146759,0.01191126,49.16779327,-,3.90625,3.90625,3.21600008,43.47282791,-80.53681183,0.64400101,4.66875124,10.29767895,7.07901716,190.96928406,8.89000034,23.57999992,23,37.25490189,5.5,16.43353271,30.44099998,7.29300022,-3.77098179,39
Fri Feb 09 15:31:42 EST 2018,09-Feb-2018 15:31:42.277,-80.53684862,43.47288074,6.7,3.216,310.49609375,331.5,0.98265076,8.96136475,2.88265991,0.03590552,34.50980377,0.04367906,25.49019623,12.94117641,-,9,11.30555534,-,2.14462805,30.19607925,37.64706039,1473.25,-463.5,0.59891284,0.00998188,48.73268127,-,3.125,3.125,3.21600008,43.47288132,-80.53684998,0.11999893,2.87599349,10.1526413,8.81458569,190.96928406,7.44999981,24.11999893,24,34.50980377,30,12.55625248,31.4489994,7.29300022,-3.91601944,38
Fri Feb 09 15:31:43 EST 2018,09-Feb-2018 15:31:43.279,-80.53688829,43.47293972,6.94,3.216,309.88629150390625,332.2,0.33500671,9.3324585,2.61630249,0.01066943,34.11764908,-0.02315309,25.49019623,12.54901981,-,9,11.67567539,-,2.1263454,30.19607925,36.86274338,1490.75,-405.25,0.59489334,0.00991489,49.16779327,-,3.90625,3.125,3.21600008,43.47293854,-80.53688812,0.88000107,2.85147619,10.00760365,9.24389935,175.36975098,7.4000001,24.98399925,25,34.50980377,30.5,13.62043667,32.45600128,7.29300022,-4.06105709,39
Fri Feb 09 15:31:44 EST 2018,09-Feb-2018 15:31:44.277,-80.53692747,43.4729937,7.11,3.216,309.71630859375,332.6,0.22607422,9.87414551,2.4780426,0.02904349,33.33333206,0.00595653,25.09803963,12.54901981,-,9,12.38461494,-,2.18228054,27.45098114,35.29411697,1522.25,-395,0.56032515,0.00933875,48.29756546,-,3.125,0,3.21600008,43.47299194,-80.53692627,0.40399933,2.92648625,9.57249069,9.81418324,160.80606079,6.96999979,25.59600067,26,33.72549057,32,13.68946934,33.45399857,7.29300022,-4.49617004,39
Fri Feb 09 15:31:45 EST 2018,09-Feb-2018 15:31:45.279,-80.53696364,43.47305421,7.37,3.216,309.430908203125,332.7,0.62051392,9.349823,2.94430542,0.00859499,33.33333206,-0.03586016,25.09803963,12.54901981,-,9,12.72500038,-,2.18228054,27.05882454,33.72549057,1539.5,-375.25,0.56675643,0.00944594,50.03802109,-,3.125,3.125,3.21600008,43.47305298,-80.53696442,0.40399933,2.92648625,9.71752834,10.09092808,148.55438232,7.05000019,26.53199959,26,33.72549057,32.5,13.68946934,34.4620018,7.29300022,-4.35113239,39
Fri Feb 09 15:31:46 EST 2018,09-Feb-2018 15:31:46.277,-80.53701397,43.47310953,7.5,3.216,308.9688720703125,332.2,0.43019104,8.87936401,2.90541077,0.00517648,33.33333206,0.03348967,25.09803963,12.54901981,-,9,13.40476227,-,2.37388587,25.88235283,33.33333206,1573.5,-370,0.57077599,0.00951293,49.60290527,-,-1.5625,3.125,3.21600008,43.4731102,-80.53701019,0,3.18343329,9.13737774,10.40524578,137.56599426,7.0999999,27,27,33.72549057,34,14.52175045,35.4109993,7.29300022,-4.931283,39
